"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"25322-01-4","ニトロプロパン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"25323-30-2","ジクロロエテン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25323-68-6","トリクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"25323-89-1","トリクロロエタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25324-56-5","Tin phosphide","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25339-56-4","ヘプテン","対象物","","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"25340-17-4","ジエチルベンゼン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25376-45-8","ａｒ－メチルベンゼン－１，３－ジアミン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25377-32-6","トリニトロベンゼン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25429-29-2","ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"25430-97-1","ジクロロビス（２－エチルヘキシル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25481-21-4","［Ｎ，Ｎ’－１，２－エタンジイルビス［Ｎ－［（カルボキシメチル）グリシナト－Ｎ，Ｏ］］（４－）］ニッケル酸二水素","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25495-88-9","メチルヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25495-89-0","エチルヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25496-01-9","トリデシルベンゼンスルホン酸","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25497-30-7","ジブロモ（テトラフルオロ）エタン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25498-49-1","［２－（２－メトキシメチルエトキシ）メチルエトキシ］プロパノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25510-11-6","炭酸鉛（ＩＩ）（１：？）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25512-09-8","アンモニウム＝（フタロシアニンスルホナト）クプラート（１－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25512-11-2","トリアンモニウム＝（フタロシアニントリスルホナト）クプラート（３－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25512-12-3","テトラアンモニウム＝（フタロシアニンテトラスルホナト）クプラート（４－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25512-42-9","ジクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"25550-51-0","メチル－８－オキサビシクロ［４．３．０］ノナン－７，９－ジオン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25550-58-7","ジニトロフェノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25551-13-7","トリメチルベンゼン","対象物","","","該当","該当","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25569-80-6","２，３’－ジクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"25584-83-2","アクリル酸とプロパン－１，２－ジオールのモノエステル","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25637-27-8","ヘキサペンチルジスタンノキサン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25637-99-4","ヘキサブロモシクロドデカン","対象物","","","","","","","","","","","","","第一種特定","","","","","","NITE-CHRIP"
"25646-71-3","Ｎ－｛２－［（４－アミノ－３－メチルフェニル）（エチル）アミノ］エチル｝メタンスルホンアミド＝スルファート（２：３）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25646-77-9","２－［（４－アミノ－３－メチルフェニル）（エチル）アミノ］エタノール＝モノスルファート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25659-29-4","ヨウ素酸マンガン（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25659-31-8","ヨウ素酸鉛（ＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25666-92-6","亜硫酸鉛","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25711-26-6","［（２－メチリデンスクシノイル）ジオキシ］ビス（トリブチルスタンナン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25725-28-4","ケイ酸鉛","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25791-99-5","テトラクロロスズ酸ジカリウム・一水和物","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25808-74-6","六フッ化ケイ酸鉛（ＩＩ）","対象物","","該当","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25808-75-7","六フッ化ケイ酸マンガン（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25852-70-4","２，２’，２’’－［（ブチルスタニリジン）トリス（チオ）］トリス酢酸トリイソオクチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25868-86-4","六フッ化ケイ酸マンガン（ＩＩ）・六水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25869-11-8","六フッ化ケイ酸銅（ＩＩ）・四水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25955-19-5","ジブチル［ビス（ノナノイルオキシ）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"25962-77-0","Ｎ－［（｛５－［２－（５－ニトロ－２－フリル）ビニル］－１，３，４－オキサジアゾール－２－イル｝イミノ）メチル］ジメチルアミン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"25973-55-1","２－（２Ｈ－ベンゾトリアゾール－２－イル）－４，６－ジ－ｔｅｒｔ－ペンチルフェノール","対象物","","","","","","","","","","","","","第一種特定","","","","","","NITE-CHRIP"
"26006-71-3","テルル酸二ナトリウム二水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26024-55-5","ニッケルカルボニル","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26042-64-8","ヘキサフルオロアンチモン酸銀","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26043-11-8","六フッ化ケイ酸ニッケル（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26087-47-8","チオリン酸Ｓ－ベンジル－Ｏ，Ｏ－ジイソプロピル","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26102-02-3","２，４（または６）－ジイソシアナトトルエン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26140-60-3","ターフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26239-64-5","トリブタン－１－イルスタンニル＝（１Ｒ，４ａＲ，４ｂＲ，１０ａＲ）－７－イソプロピル－１，４ａ－ジメチル－１，２，３，４，４ａ，４ｂ，５，６，１０，１０ａ－デカヒドロフェナントレン－１－カルボキシラート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26248-24-8","トリデシルベンゼンスルホン酸ナトリウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26261-57-4","２－メチル－４，４’－［（４－イミノ－３－メチルシクロヘキサ－２，５－ジエン－１－イリデン）メチレン］ジアニリン一塩酸塩","対象物","該当","","","","?","","","","","","","","","","","","","","NITE-CHRIP"
"26265-65-6","Thiosulphuric acid, lead salt","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26292-98-8","２，２’，２’’－［ブチルスタンナントリイルトリス（チオ）］三酢酸トリドデシル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26302-30-7","ジブチル（ビス｛［（Ｚ）－３－｛［２－（２－ヒドロキシプロポキシ）プロポキシ］カルボニル｝アクリロイル］オキシ｝）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26354-18-7","2-Propenoic acid, 2-methyl-, methyl ester, polymer with tributylstannyl 2-methyl-2-propenoate","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26399-02-0","２－エチルヘキシル＝オレアート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26401-86-5","トリイソオクチル＝［オクチルスタンナントリイルトリス（スルファンジイル）］トリアセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26401-97-8","２，２’－［（ジオクチルスタニレン）ビス（チオ）］二酢酸ジイソオクチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26410-42-4","ブチルメルカプトオキソスズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26444-49-5","りん酸クレジルジフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26447-14-3","２－［（トリルオキシ）メチル］オキシラン","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26447-40-5","ジフェニルメタンジイソシアネート","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26447-41-6","トリメチルヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26471-62-5","１，３－ジイソシアナト（メチル）ベンゼン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26506-47-8","塩素酸と銅の塩","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26522-91-8","臭素酸水銀（ＩＩ）・二水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26523-78-4","トリスノニルフェニルホスフィト","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26530-20-1","２－オクチルイソチアゾール－３（２Ｈ）－オン","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26562-01-6","テトライソペンチルスタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26601-64-9","ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"26615-21-4","Ｎ－｛２－［（８－クロロジベンゾ［ｂ，ｆ］チエピン－１０－イル）オキシ］エチル｝ジメチルアミン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26628-22-8","アジ化ナトリウム","対象物","該当","","","該当","","","","","","","","","","","","","","","NITE-CHRIP"
"26635-64-3","イソオクタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26636-01-1","２，２’－［（ジメチルスタニレン）ビス（チオ）］二酢酸ジイソオクチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26738-80-7","オクチル（オキソ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26761-40-0","ベンゼン－１，２－ジカルボン酸ジイソデシル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26761-45-5","オキシラン－２－イルメチル＝ネオデカノアート","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"26761-46-6","３，３’－［（ジブチルスタニレン）ビス（チオ）］二プロパン酸ジイソオクチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26764-44-3","ａｒ－メチルベンゼン－１，３－ジアミン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26821-65-8","２－エチルヘキシル＝｛［ブチル（スルファニリデン）スタンニル］スルファニル｝アセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26826-30-2","２－｛２－［２－（テトラデシルオキシ）エトキシ］エトキシ｝エタノール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26864-36-8","（スチビリジントリチオ）三酢酸トリス（２－エチルヘキシル）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26864-37-9","２，２’，２’’－［（ブチルスタニレン）トリス（チオ）］三酢酸トリス（２－エチルヘキシル）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26864-39-1","２－エチルヘキシル＝［（トリブチルスタンニル）スルファニル］アセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26872-61-7","［（ブチルチオキソスタニル）チオ］酢酸オキシジ－２，１－エタンジイル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26896-31-1","イソオクチル＝［（トリブチルスタンニル）スルファニル］アセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26914-33-0","テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"26915-12-8","トルイジン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26952-21-6","イソオクタノール","対象物","該当","","該当","","","","","","","","","","","","","","","","NITE-CHRIP"
"26962-68-5","２，２－ジブチル－１，３，２－ジオキサスタンノラン－４，５－ジオン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"26970-82-1","亜セレン酸二ナトリウム五水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27016-73-5","ヒ化コバルト","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27016-75-7","ヒ化ニッケル（ＮｉＡｓ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27083-27-8","ポリヘキサメチレンビグアナイド","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27107-88-6","ビス｛［（ブトキシカルボニル）メチル］スルファニル｝（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27107-89-7","トリス（２－エチルヘキシル）＝［（オクチルスタンナントリイル）トリス（スルファンジイル）］トリアセタート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27115-36-2","ギ酸クロム（ＩＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27147-18-8","トリブチル［（１－オキソ－３－フェニル－２－プロペニル）オキシ］スズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27152-57-4","亜ヒ酸カルシウム","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27176-87-0","ドデシルベンゼンスルホン酸","対象物","該当","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27189-59-9","トリブチル（ニコチノイルオキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27193-86-8","ドデシルフェノール","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27194-44-1","ジオクチルスズ＝ビス（水素＝マレアート）とプロパン－１，２－ジオールのジエステル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27228-67-7","四ヨウ化水銀酸銅（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27247-96-7","２－エチルヘキシル＝ニトラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27253-22-1","トリス［（イソオクチルチオ）アセタト］アンチモン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27253-31-2","コバルト（ＩＩ）＝７，７－ジメチルオクタノアート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27306-79-2","ポリ（オキシエチレン）＝テトラデシル＝エーテル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27323-18-8","クロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"27336-23-8","１，１－ジブロモ－１，２，２，２－テトラフルオロエタン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27342-75-2","２，２’－ジクロロ－ａｒ，ａｒ’－メチレンジアニリン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27360-85-6","四ナトリウム＝（フタロシアニンテトラスルホナト）クプラート（４－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27371-95-5","２，２－ジブチル－１，３，２－オキサチアスタンノラン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27459-10-5","４－イソドデシルフェノール","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27476-27-3","メチル安息香酸カドミウム（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27479-65-8","Ａｒ，Ａｒ’－ジブロモビフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27517-48-2","ジブチルスズオキサイド重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27519-39-7","四フッ化ホウ酸クロム（ＩＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27526-45-0","ヒ酸マンガン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27550-52-3","ジオクチル［ビス（オレオイルオキシ）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27554-26-3","ジイソオクチル＝フタラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27574-34-1","［［２，２’－（チオ－Ｓ）ビス［４－（１，１，３，３－テトラメチルブチル）フェノラト－Ｏ］］（２－）］ニッケル","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27605-35-2","トリブチル（１Ｈ－イミダゾール－１－イル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27605-76-1","３－アリルオキシ－１，２－ベンゾイソチアゾール＝１，１－ジオキシド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27614-71-7","（テトラクロロフタロシアニナト）銅","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27615-98-1","トリブチルスズフルオリド（ポリマー）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27636-75-5","ウンデシルベンゼンスルホン酸ナトリウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27685-51-4","水銀（２＋）＝（Ｔ－４）－テトラキス（チオシアナト－κＮ）コバルタート（２－）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27736-00-1","トリ（シュウ酸）コバルト酸三カリウム・水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27765-48-6","四フッ化ホウ酸インジウム（ＩＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"27813-02-1","メタクリル酸とプロパン－１，２－ジオールのモノエステル","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27858-07-7","ａｒ，ａｒ，ａｒ，ａｒ，ａｒ’，ａｒ’，ａｒ’，ａｒ’－オクタブロモビフェニル","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27871-49-4","乳酸メチル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"27949-52-6","ブチル－Ｓ－ベンジル－Ｓ－エチルジチオホスフェイト","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28038-18-8","硫酸ナトリウムカドミウム","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28038-25-7","硫酸カリウムカドミウム","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28038-27-9","ビス（硫酸）ニッケル（ＩＩ）二タリウム（Ｉ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28038-29-1","硫酸タリウム（Ｉ）銅（ＩＩ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28038-30-4","硫酸亜鉛タリウム（Ｉ）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28038-39-3","硫酸ルビジウムコバルト（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28041-68-1","硫酸ルビジウムマンガン（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28041-77-2","硫酸セシウムカドミウム","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28089-34-1","トリブチルスズリン酸塩","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28249-77-6","Ｎ，Ｎ－ジエチルチオカルバミン酸Ｓ－４－クロロベンジル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28300-74-5","ビス｛μ－［（２Ｒ，３Ｒ）－２，３－ジ（オキシド－κＯ）ブタンジオアト－κＯ（１）：κＯ（４）］｝ジアンチモン酸（２－）二カリウム三水和物立体異性体","対象物","","該当","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28302-36-5","三ナトリウム＝（ＳＰ－４－２）－［（７Ｓ，８Ｓ）－３－カルボキシラト－７－（２－カルボキシラトエチル）－５－（カルボキシラトメチル）－１８－エチル－１７－ホルミル－２，８，１２－トリメチル－１３－ビニル－７Ｈ，８Ｈ－ポルフィリナト］クプラート（３－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28302-54-7","三塩化カドミウムカリウム・一水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28304-66-7","５－エチリデン－２－ノルボルネン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28304-67-8","５－エチリデン－２－ノルボルネン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28308-70-5","モノメチルスズ酸ポリマー","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28348-61-0","テトラデシルベンゼンスルホン酸ナトリウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28356-46-9","銅（２＋）＝ジオキサラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28375-10-2","トリブチル（｛（Ｚ）－３－［（２－ヒドロキシプロポキシ）カルボニル］アクリロイル｝オキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28407-37-6","四ナトリウム＝μ－｛５，５’－ジアミノ－４，４’－ジオキシド－１κＯ，２κＯ’－３，３’－［（３，３’－ジオキシド－１κＯ，２κＯ’－ビフェニル－４，４’－ジイル）ビス（ジアゼンジイル）－１κＮ（１），２κＮ（１’）］ビス（ナフタレン－２，７－ジスルホナト）｝ジクプラート（４－）","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28434-01-7","（５－ベンジル－３－フリル）メチル＝（１Ｒ，３Ｒ）－２，２－ジメチル－３－（２－メチルプロパ－１－エン－１－イル）シクロプロパンカルボキシラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28434-86-8","４，４’－オキシビス（２－クロロアニリン）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28553-12-0","フタル酸ジノニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28570-24-3","ジブチル（ビス｛［２－（ドデカノイルオキシ）エチル］スルファニル｝）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28570-25-4","ビス｛［２－（ドデカノイルオキシ）エチル］スルファニル｝（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28655-71-2","ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"28660-63-1","ジブチル［ビス（ブチリルオキシ）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28660-67-5","ジブチル［ビス（テトラデカノイルオキシ）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28675-83-4","ジベンジル［ビス（｛［（イソオクチルオキシ）カルボニル］メチル｝スルファニル）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28777-67-5","ジメチルヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28801-69-6","トリブチル（ネオデカノイルオキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28901-96-4","水素＝（フタロシアニンスルホナト）クプラート（１－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"28914-29-6","テルル酸ナトリウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28953-04-0","水酸化フッ化水銀（ＩＩ）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"28980-49-6","アンチモン化スズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29082-74-4","オクタクロロスチレン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29095-38-3","Antimony, compound with thallium (1:1)","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29134-69-8","ドデシル（ヒドロキシ）（オキソ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29171-20-8","３，７－ジメチル－６－オクテン－１－イン－３－オール　（別名：デヒドロ－β－リナロール）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29188-28-1","二水素＝（フタロシアニンジスルホナト）クプラート（２－）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29222-48-8","トリメチルペンタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29232-93-7","Ｏ－２－（ジエチルアミノ）－６－メチルピリミジン－４－イル＝Ｏ，Ｏ－ジメチル＝ホスホロチオアート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29383-29-7","フタロシアニンジスルホナト（４－）コバルト酸二水素","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29411-74-3","２－アミノ－９－β－Ｄ－リボフラノシル－１，９－ジヒドロ－６Ｈ－プリン－６－セロン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29457-48-5","トリブチル（ウンデカ－１０－エノイルオキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29492-49-7","１１，１１－ジブチル－３－メチル－７－オキソ－２，６－ジオキサ－１０，１２－ジチア－１１－スタンナペンタデカン－１５－酸３－メトキシブチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29575-02-8","ビス｛［（Ｚ）－（３－ブトキシカルボニル）アクリロイル］オキシ｝（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"29590-42-9","イソオクチル＝アクリラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29617-66-1","（２Ｓ）－２－クロロプロピオン酸","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"29729-00-8","（ＯＣ－６－１１）－ヘキサシアニド鉄酸（４－）二鉛（２＋）二水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
